"deathtype","gene","description","gene_id","gene_biotype","pmid","comment"
"Autophagy_dependent_cell_death","ATG12","autophagy related 12","ENSG00000145782.13","protein_coding",19029814,"increased activity of ATG12 affects formation of autophagosomes"
"Autophagy_dependent_cell_death","ATG12","autophagy related 12","ENSG00000145782.13","protein_coding",20145727,"increased activity of ATG12 increases autophagy"
"Autophagy_dependent_cell_death","ATG12","autophagy related 12","ENSG00000145782.13","protein_coding",11890701,"increased activity of ATG12 affects autophagy"
"Autophagy_dependent_cell_death","ATG12","autophagy related 12","ENSG00000145782.13","protein_coding",18059433,"increased activity of ATG12 affects autophagy"
"Autophagy_dependent_cell_death","ATG13","autophagy related 13","ENSG00000175224.17","protein_coding",20147746,"increased activity of ATG13 affects formation of autophagosomes;decreased activity of ATG13 decreases autophagy of cells;increased activity of ATG13 increases autophagy of cells"
"Autophagy_dependent_cell_death","ATG13","autophagy related 13","ENSG00000175224.17","protein_coding",22935804,"increased activity of ATG13 increases autophagy of neurons"
"Autophagy_dependent_cell_death","ATG13","autophagy related 13","ENSG00000175224.17","protein_coding",19258318,"increased activity of ATG13 increases autophagy of fibroblast cell lines"
"Autophagy_dependent_cell_death","ATG14","autophagy related 14","ENSG00000126775.9","protein_coding",23878393,"increased activity of ATG14 affects macroautophagy of cells"
"Autophagy_dependent_cell_death","ATG14","autophagy related 14","ENSG00000126775.9","protein_coding",19270693,"increased activity of ATG14 increases autophagy"
"Autophagy_dependent_cell_death","ATG14","autophagy related 14","ENSG00000126775.9","protein_coding",20145727,"increased activity of ATG14 increases autophagy;increased activity of ATG14 affects autophagy"
"Autophagy_dependent_cell_death","ATG14","autophagy related 14","ENSG00000126775.9","protein_coding",20356743,"increased activity of ATG14 increases autophagy"
"Autophagy_dependent_cell_death","ATG14","autophagy related 14","ENSG00000126775.9","protein_coding",19270696,"increased activity of ATG14 affects autophagy"
"Autophagy_dependent_cell_death","ATG14","autophagy related 14","ENSG00000126775.9","protein_coding",20713597,"decreased activity of ATG14 decreases autophagy of embryonic stem cells"
"Autophagy_dependent_cell_death","ATG16L1","autophagy related 16 like 1","ENSG00000085978.22","protein_coding",20077024,"increased activity of ATG16L1 affects formation of autophagosomes"
"Autophagy_dependent_cell_death","ATG16L1","autophagy related 16 like 1","ENSG00000085978.22","protein_coding",18849965,"decreased activity of ATG16L1 affects autophagy"
"Autophagy_dependent_cell_death","ATG16L1","autophagy related 16 like 1","ENSG00000085978.22","protein_coding",19966812,"increased activity of ATG16L1 increases autophagy of dendritic cells"
"Autophagy_dependent_cell_death","ATG2A","autophagy related 2A","ENSG00000110046.13","protein_coding",22219374,"decreased activity of ATG2A increases accumulation of autophagosomes"
"Autophagy_dependent_cell_death","ATG2B","autophagy related 2B","ENSG00000066739.12","protein_coding",22219374,"decreased activity of ATG2B increases accumulation of autophagosomes"
"Autophagy_dependent_cell_death","ATG3","autophagy related 3","ENSG00000144848.11","protein_coding",24035364,"increased activity of ATG3 affects macroautophagy of cells"
"Autophagy_dependent_cell_death","ATG3","autophagy related 3","ENSG00000144848.11","protein_coding",20077024,"increased activity of ATG3 affects formation of autophagosomes"
"Autophagy_dependent_cell_death","ATG3","autophagy related 3","ENSG00000144848.11","protein_coding",18768753,"decreased activity of ATG3 affects autophagy;decreased activity of ATG3 affects autophagy"
"Autophagy_dependent_cell_death","ATG3","autophagy related 3","ENSG00000144848.11","protein_coding",20723759,"unknown change in activity of ATG3 increases autophagy of fibroblast cell lines"
"Autophagy_dependent_cell_death","ATG4A","autophagy related 4A cysteine peptidase","ENSG00000101844.18","protein_coding",12446702,"increased activity of ATG4A affects autophagy"
"Autophagy_dependent_cell_death","ATG4B","autophagy related 4B cysteine peptidase","ENSG00000168397.17","protein_coding",18387192,"increased activity of ATG4B affects autophagy"
"Autophagy_dependent_cell_death","ATG4B","autophagy related 4B cysteine peptidase","ENSG00000168397.17","protein_coding",12446702,"increased activity of ATG4B affects autophagy;increased activity of ATG4B affects autophagy;increased activity of ATG4B increases accumulation of autophagic vacuoles"
"Autophagy_dependent_cell_death","ATG4B","autophagy related 4B cysteine peptidase","ENSG00000168397.17","protein_coding",20077024,"increased activity of ATG4B affects formation of autophagosomes"
"Autophagy_dependent_cell_death","ATG4C","autophagy related 4C cysteine peptidase","ENSG00000125703.15","protein_coding",12446702,"increased activity of ATG4C affects autophagy;increased activity of ATG4C affects autophagy;increased activity of ATG4C increases accumulation of autophagic vacuoles"
"Autophagy_dependent_cell_death","ATG4C","autophagy related 4C cysteine peptidase","ENSG00000125703.15","protein_coding",17442669,"decreased activity of ATG4C affects autophagy"
"Autophagy_dependent_cell_death","ATG4D","autophagy related 4D cysteine peptidase","ENSG00000130734.10","protein_coding",12446702,"increased activity of ATG4D affects autophagy"
"Autophagy_dependent_cell_death","ATG5","autophagy related 5","ENSG00000057663.16","protein_coding",20077024,"increased activity of ATG5 affects formation of autophagosomes"
"Autophagy_dependent_cell_death","ATG5","autophagy related 5","ENSG00000057663.16","protein_coding",19029814,"increased activity of ATG5 affects formation of autophagosomes"
"Autophagy_dependent_cell_death","ATG5","autophagy related 5","ENSG00000057663.16","protein_coding",20096553,"increased activity of ATG5 affects formation of autophagosomes"
"Autophagy_dependent_cell_death","ATG5","autophagy related 5","ENSG00000057663.16","protein_coding",11266458,"increased activity of ATG5 affects autophagy;decreased activity of ATG5 affects formation of autophagosomes"
"Autophagy_dependent_cell_death","ATG5","autophagy related 5","ENSG00000057663.16","protein_coding",23878245,"increased activity of ATG5 affects autophagy"
"Autophagy_dependent_cell_death","ATG5","autophagy related 5","ENSG00000057663.16","protein_coding",20592027,"decreased activity of ATG5 decreases autophagy of fibroblast cell lines"
"Autophagy_dependent_cell_death","ATG5","autophagy related 5","ENSG00000057663.16","protein_coding",21690395,"decreased activity of ATG5 decreases autophagy of fibroblast cell lines"
"Autophagy_dependent_cell_death","ATG5","autophagy related 5","ENSG00000057663.16","protein_coding",20876807,"decreased activity of ATG5 decreases autophagy of fibroblast cell lines"
"Autophagy_dependent_cell_death","ATG7","autophagy related 7","ENSG00000197548.13","protein_coding",23704209,"increased activity of ATG7 affects macroautophagy of cells"
"Autophagy_dependent_cell_death","ATG7","autophagy related 7","ENSG00000197548.13","protein_coding",22496425,"increased activity of ATG7 affects macroautophagy of cells"
"Autophagy_dependent_cell_death","ATG7","autophagy related 7","ENSG00000197548.13","protein_coding",24035364,"increased activity of ATG7 affects macroautophagy of cells"
"Autophagy_dependent_cell_death","ATG7","autophagy related 7","ENSG00000197548.13","protein_coding",21119005,"decreased activity of ATG7 decreases autophagy of breast cell lines;decreased activity of ATG7 decreases autophagy of breast cancer cell lines"
"Autophagy_dependent_cell_death","ATG7","autophagy related 7","ENSG00000197548.13","protein_coding",25639566,"increased activity of ATG7 increases autophagy"
"Autophagy_dependent_cell_death","ATG7","autophagy related 7","ENSG00000197548.13","protein_coding",24674959,"increased activity of ATG7 increases autophagy"
"Autophagy_dependent_cell_death","ATG7","autophagy related 7","ENSG00000197548.13","protein_coding",23071110,"decreased activity of ATG7 affects formation of autophagosomes"
"Autophagy_dependent_cell_death","ATG9A","autophagy related 9A","ENSG00000198925.12","protein_coding",19926846,"increased activity of ATG9A affects autophagy;decreased activity of ATG9A affects autophagy"
"Autophagy_dependent_cell_death","ATG9A","autophagy related 9A","ENSG00000198925.12","protein_coding",15755735,"decreased activity of ATG9A decreases formation of autophagosomes"
"Autophagy_dependent_cell_death","ATG9B","autophagy related 9B","ENSG00000181652.20","protein_coding",15755735,"increased activity of ATG9B increases formation of autophagosomes"
"Autophagy_dependent_cell_death","ATM","ATM serine/threonine kinase","ENSG00000149311.20","protein_coding",23878245,"increased activity of ATM affects autophagy;increased activity of ATM affects autophagy"
"Autophagy_dependent_cell_death","ATM","ATM serine/threonine kinase","ENSG00000149311.20","protein_coding",20096553,"decreased activity of ATM affects autophagy"
"Autophagy_dependent_cell_death","ATP13A2","ATPase cation transporting 13A2","ENSG00000159363.19","protein_coding",25855184,"decreased activity of ATP13A2 affects autophagy"
"Autophagy_dependent_cell_death","AURKA","aurora kinase A","ENSG00000087586.18","protein_coding",22899799,"decreased activity of AURKA increases autophagic cell death"
"Autophagy_dependent_cell_death","BAD","BCL2 associated agonist of cell death","ENSG00000002330.14","protein_coding",18309324,"increased activity of BAD increases autophagy"
"Autophagy_dependent_cell_death","BAG3","BAG cochaperone 3","ENSG00000151929.10","protein_coding",20145727,"increased activity of BAG3 increases autophagy"
"Autophagy_dependent_cell_death","BAG3","BAG cochaperone 3","ENSG00000151929.10","protein_coding",23434281,"increased activity of BAG3 increases formation of autophagosomes"
"Autophagy_dependent_cell_death","BAG3","BAG cochaperone 3","ENSG00000151929.10","protein_coding",20811356,"increased activity of BAG3 affects chaperone-assisted selective autophagy"
"Autophagy_dependent_cell_death","BAG6","BAG cochaperone 6","ENSG00000204463.14","protein_coding",24591579,"decreased activity of BAG6 decreases autophagy;decreased activity of BAG6 decreases autophagy of fibroblast cell lines"
"Autophagy_dependent_cell_death","BAIAP2","BAR/IMD domain containing adaptor protein 2","ENSG00000175866.16","protein_coding",20660724,"decreased activity of BAIAP2 increases autophagy of brain cancer cell lines"
"Autophagy_dependent_cell_death","BAX","BCL2 associated X, apoptosis regulator","ENSG00000087088.21","protein_coding",19713971,"increased activity of BAX decreases autophagy of cervical cancer cell lines"
"Autophagy_dependent_cell_death","BAX","BCL2 associated X, apoptosis regulator","ENSG00000087088.21","protein_coding",19300452,"increased activity of BAX increases autophagy of cervical cancer cell lines;increased activity of BAX increases autophagy of bone cancer cell lines,autophagy of sarcoma cell lines"
"Autophagy_dependent_cell_death","BAX","BCL2 associated X, apoptosis regulator","ENSG00000087088.21","protein_coding",20303758,"increased activity of BAX increases autophagy of mitochondria"
"Autophagy_dependent_cell_death","BBC3","BCL2 binding component 3","ENSG00000105327.18","protein_coding",19300452,"increased activity of BBC3 increases autophagy of cervical cancer cell lines;increased activity of BBC3 increases autophagy of bone cancer cell lines,autophagy of sarcoma cell lines"
"Autophagy_dependent_cell_death","BBC3","BCL2 binding component 3","ENSG00000105327.18","protein_coding",20303758,"increased activity of BBC3 increases autophagy of mitochondria"
"Autophagy_dependent_cell_death","BCKDHA","branched chain keto acid dehydrogenase E1 subunit alpha","ENSG00000248098.12","protein_coding",19049976,"increased activity of BCKDHA increases autophagy of Cytoplasm,autophagy of fibroblast cell lines"
"Autophagy_dependent_cell_death","BCL2","BCL2 apoptosis regulator","ENSG00000171791.14","protein_coding",20125189,"increased activity of BCL2 decreases autophagy"
"Autophagy_dependent_cell_death","BCL2","BCL2 apoptosis regulator","ENSG00000171791.14","protein_coding",20145727,"increased activity of BCL2 decreases autophagy"
"Autophagy_dependent_cell_death","BCL2","BCL2 apoptosis regulator","ENSG00000171791.14","protein_coding",20356743,"increased activity of BCL2 decreases autophagy"
"Autophagy_dependent_cell_death","BCL2","BCL2 apoptosis regulator","ENSG00000171791.14","protein_coding",20096553,"increased activity of BCL2 affects autophagy of cells"
"Autophagy_dependent_cell_death","BCL2","BCL2 apoptosis regulator","ENSG00000171791.14","protein_coding",22258505,"increased activity of BCL2 affects autophagy"
"Autophagy_dependent_cell_death","BCL2","BCL2 apoptosis regulator","ENSG00000171791.14","protein_coding",20885445,"unknown change in activity of BCL2 decreases autophagy of breast cancer cell lines"
"Autophagy_dependent_cell_death","BCL2L1","BCL2 like 1","ENSG00000171552.14","protein_coding",20090905,"increased activity of BCL2L1 increases autophagy of colorectal cancer cell lines"
"Autophagy_dependent_cell_death","BCL2L1","BCL2 like 1","ENSG00000171552.14","protein_coding",25126723,"increased activity of BCL2L1 decreases autophagy of cervical cancer cell lines,autophagy of mitochondria"
"Autophagy_dependent_cell_death","BCL2L1","BCL2 like 1","ENSG00000171552.14","protein_coding",20125189,"increased activity of BCL2L1 decreases autophagy"
"Autophagy_dependent_cell_death","BCL2L1","BCL2 like 1","ENSG00000171552.14","protein_coding",20145727,"increased activity of BCL2L1 decreases autophagy"
"Autophagy_dependent_cell_death","BCL2L1","BCL2 like 1","ENSG00000171552.14","protein_coding",25895534,"decreased activity of BCL2L1 decreases autophagy of leukemia cell lines"
"Autophagy_dependent_cell_death","BCL2L1","BCL2 like 1","ENSG00000171552.14","protein_coding",20096553,"increased activity of BCL2L1 affects autophagy of cells"
"Autophagy_dependent_cell_death","BCL2L11","BCL2 like 11","ENSG00000153094.24","protein_coding",25208888,"decreased activity of BCL2L11 increases autophagy of myeloma cell lines;decreased activity of BCL2L11 increases autophagy of fibroblast cell lines"
"Autophagy_dependent_cell_death","BCL2L11","BCL2 like 11","ENSG00000153094.24","protein_coding",22742832,"increased activity of BCL2L11 decreases autophagy of cervical cancer cell lines;unknown change in activity of BCL2L11 decreases autophagy of cervical cancer cell lines;unknown change in activity of BCL2L11 affects autophagy of cervical cancer cell lines"
"Autophagy_dependent_cell_death","BECN1","beclin 1","ENSG00000126581.13","protein_coding",18059169,"decreased activity of BECN1 decreases autophagy of embryonic cell lines,autophagy of epithelial cell lines,autophagy of kidney cell lines"
"Autophagy_dependent_cell_death","BECN1","beclin 1","ENSG00000126581.13","protein_coding",17468177,"increased activity of BECN1 affects macroautophagy of cells"
"Autophagy_dependent_cell_death","BECN1","beclin 1","ENSG00000126581.13","protein_coding",23332761,"increased activity of BECN1 affects macroautophagy of cells"
"Autophagy_dependent_cell_death","BECN1","beclin 1","ENSG00000126581.13","protein_coding",14657337,"increased activity of BECN1 affects macroautophagy of cells;decreased activity of BECN1 affects autophagy;decreased activity of BECN1 affects autophagy of embryonic stem cells"
"Autophagy_dependent_cell_death","BECN1","beclin 1","ENSG00000126581.13","protein_coding",23364696,"increased activity of BECN1 increases autophagy"
"Autophagy_dependent_cell_death","BECN1","beclin 1","ENSG00000126581.13","protein_coding",18628207,"decreased activity of BECN1 decreases autophagy of leukemia cell lines"
"Autophagy_dependent_cell_death","BECN2","beclin 2","ENSG00000196289","protein_coding",23954414,"increased activity of Becn2 affects autophagy;decreased activity of Becn2 affects autophagy;decreased activity of Becn2 decreases autophagy of fibroblast cell lines;decreased activity of Becn2 affects autophagy"
"Autophagy_dependent_cell_death","BIRC2","baculoviral IAP repeat containing 2","ENSG00000110330.10","protein_coding",20458734,"decreased activity of BIRC2 decreases autophagy of endothelial cells"
"Autophagy_dependent_cell_death","BIRC5","baculoviral IAP repeat containing 5","ENSG00000089685.15","protein_coding",24556686,"decreased activity of BIRC5 decreases autophagy of leukemia cell lines;increased activity of BIRC5 decreases autophagy of leukemia cell lines"
"Autophagy_dependent_cell_death","BIRC6","baculoviral IAP repeat containing 6","ENSG00000115760.16","protein_coding",23409057,"decreased activity of BIRC6 decreases formation of autophagosomes"
"Autophagy_dependent_cell_death","BMF","Bcl2 modifying factor","ENSG00000104081.14","protein_coding",23629966,"decreased activity of BMF increases autophagy of fibroblasts;decreased activity of BMF increases autophagy of epithelial cells"
"Autophagy_dependent_cell_death","BNIP3","BCL2 interacting protein 3","ENSG00000176171.12","protein_coding",19273585,"increased activity of BNIP3 increases autophagy of prostate cancer cell lines;increased activity of BNIP3 increases autophagy of lung cell lines;increased activity of BNIP3 increases macroautophagy of cells;increased activity of BNIP3 increases autophagy of colorectal cancer cell lines;increased activity of BNIP3 increases autophagy of colorectal cancer cell lines;decreased activity of BNIP3 decreases autophagy of prostate cancer cell lines"
"Autophagy_dependent_cell_death","BNIP3","BCL2 interacting protein 3","ENSG00000176171.12","protein_coding",19539716,"increased activity of BNIP3 affects autophagic cell death"
"Autophagy_dependent_cell_death","BNIP3","BCL2 interacting protein 3","ENSG00000176171.12","protein_coding",15592527,"increased activity of BNIP3 increases autophagy of brain cancer cell lines;increased activity of BNIP3 increases autophagy of brain cancer cell lines;"
"Autophagy_dependent_cell_death","BNIP3","BCL2 interacting protein 3","ENSG00000176171.12","protein_coding",20668412,"increased activity of BNIP3 increases autophagy of fibroblast cell lines;increased activity of BNIP3 increases autophagy of cardiomyocytes"
"Autophagy_dependent_cell_death","BNIP3","BCL2 interacting protein 3","ENSG00000176171.12","protein_coding",18059169,"decreased activity of BNIP3 decreases autophagy of embryonic cell lines,autophagy of epithelial cell lines,autophagy of kidney cell lines;increased activity of BNIP3 increases autophagy of brain cancer cell lines;increased activity of BNIP3 increases autophagy of embryonic cell lines,autophagy of epithelial cell lines,autophagy of kidney cell lines;decreased activity of BNIP3 decreases autophagy of brain cancer cell lines"
"Autophagy_dependent_cell_death","BNIP3L","BCL2 interacting protein 3 like","ENSG00000104765.16","protein_coding",19273585,"increased activity of BNIP3L increases autophagy of prostate cancer cell lines;decreased activity of BNIP3L decreases autophagy of prostate cancer cell lines;increased activity of BNIP3L increases autophagy of lung cell lines;increased activity of BNIP3L increases macroautophagy of cells;increased activity of BNIP3L increases autophagy of colorectal cancer cell lines"
"Autophagy_dependent_cell_death","BOK","BCL2 family apoptosis regulator BOK","ENSG00000176720.6","protein_coding",24113155,"increased activity of BOK affects autophagy"
"Autophagy_dependent_cell_death","BRCA1","BRCA1 DNA repair associated","ENSG00000012048.24","protein_coding",20599945,"increased activity of BRCA1 affects formation of autophagosomes"
"Autophagy_dependent_cell_death","BRCA1","BRCA1 DNA repair associated","ENSG00000012048.24","protein_coding",19622773,"increased activity of BRCA1 decreases autophagy of breast cancer cell lines"
"Autophagy_dependent_cell_death","BST2","bone marrow stromal cell antigen 2","ENSG00000130303.14","protein_coding",25631043,"increased activity of BST2 increases autophagy of cervical cancer cell lines;decreased activity of BST2 decreases autophagy of cervical cancer cell lines"
"Autophagy_dependent_cell_death","C19orf12","chromosome 19 open reading frame 12","ENSG00000131943.20","protein_coding",26136767,"increased activity of C19orf12 affects autophagy"
"Autophagy_dependent_cell_death","C9orf72","C9orf72-SMCR8 complex subunit","ENSG00000147894.17","protein_coding",24549040,"increased activity of C9orf72 affects autophagy"
"Autophagy_dependent_cell_death","CALCOCO2","calcium binding and coiled-coil domain 2","ENSG00000136436.15","protein_coding",19820708,"decreased activity of CALCOCO2 decreases autophagy of Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S"
"Autophagy_dependent_cell_death","CAMK1","calcium/calmodulin dependent protein kinase I","ENSG00000134072.11","protein_coding",23447692,"decreased activity of CAMK1 decreases autophagy of peritoneal macrophages;decreased activity of CAMK1 decreases autophagy of cells;decreased activity of CAMK1 decreases autophagy of macrophage cancer cell lines;unknown change in activity of CAMK1 increases autophagy of macrophage cancer cell lines"
"Autophagy_dependent_cell_death","CAMK4","calcium/calmodulin dependent protein kinase IV","ENSG00000152495.11","protein_coding",25070845,"unknown change in activity of CAMK4 increases autophagy of peritoneal macrophages;decreased activity of CAMK4 decreases autophagy of peritoneal macrophages;decreased activity of CAMK4 decreases autophagy of kidney cells"
"Autophagy_dependent_cell_death","CAMP","cathelicidin antimicrobial peptide","ENSG00000164047.6","protein_coding",19748465,"increased activity of CAMP affects autophagy of monocytes"
"Autophagy_dependent_cell_death","CAPN1","calpain 1","ENSG00000014216.16","protein_coding",19901552,"decreased activity of CAPN1 increases autophagy of brain cancer cell lines"
